,Unnamed: 0,Province_left,Health region,Hospital name,Type of hospital*,Teaching status,Intensive Care,Obstetrics,Pediatrics,"Mental Health 
and Addictions ",Rehabilitation,Long-Term Care,Other Acute,Total,Postal Code,Latitude,Longitude,geometry,index_right,OBJECTID,HR_UID,Province_right,ENGNAME,FRENAME,CurrentCas,CurrentDea,CurrentRec,CurrentTes,TotalPop20,Pop0to4_20,Pop5to9_20,Pop10to14_,Pop15to19_,Pop20to24_,Pop25to29_,Pop30to34_,Pop35to39_,Pop40to44_,Pop45to49_,Pop50to54_,Pop55to59_,Pop60to64_,Pop65to69_,Pop70to74_,Pop75to79_,Pop80to84_,Pop85Older,AverageAge,MedianAge_,Last_Updat,SourceURL,GlobalID,CurrentC_1,NewCaseRat,SHAPE_Leng,SHAPE_Area
15,17,Alberta,Central Zone,Breton Health Centre,E,Non-Teaching,0,0,0,0,0,23,0,23,T0C 0P0,53.1092291,-114.47129440000002,POINT (-114.4712944 53.1092291),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
16,18,Alberta,Central Zone,Consort Hospital and Care Centre,G,Non-Teaching,0,0,0,0,0,15,5,20,T0C 1B0,52.009840000000004,-110.782018,POINT (-110.782018 52.00984),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
17,19,Alberta,Central Zone,Coronation Hospital and Care Centre,G,Non-Teaching,0,0,0,0,0,23,10,33,T0C 1C0,52.096263799999996,-111.459203,POINT (-111.459203 52.0962638),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
18,20,Alberta,Central Zone,Covenant Health Killam Health Care Centre,"G,E",Non-Teaching,0,0,0,0,0,45,5,50,T0B 2L0,52.7888544,-111.8593338,POINT (-111.8593338 52.7888544),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
19,21,Alberta,Central Zone,Covenant Health Mary Immaculate Care Centre,E,Non-Teaching,0,0,0,0,0,30,0,30,T0B 3H0,53.6001377,-112.34207179999999,POINT (-112.3420718 53.6001377),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
20,22,Alberta,Central Zone,Covenant Health Our Lady of the Rosary Hospital,E,Non-Teaching,0,0,0,0,0,22,5,27,T0C 0X0,52.223512,-111.90741159999999,POINT (-111.9074116 52.223512),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
21,23,Alberta,Central Zone,Covenant Health St. Joseph’s General Hospital,G,Non-Teaching,0,0,0,0,0,0,25,25,T9C 1R5,53.493974,-112.03380530000001,POINT (-112.0338053 53.493974),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
22,24,Alberta,Central Zone,Covenant Health St. Mary’s Hospital [Camrose],G,Non-Teaching,0,18,0,10,0,0,48,76,T4V 1Y5,53.014265,-112.82981509999999,POINT (-112.8298151 53.014265),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
23,25,Alberta,Central Zone,Daysland Health Centre,G,Non-Teaching,0,0,0,0,0,0,26,26,T0B 1A0,52.868821,-112.27295600000001,POINT (-112.272956 52.868821),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
24,26,Alberta,Central Zone,Drayton Valley Hospital and Care Centre,G,Non-Teaching,0,0,0,0,0,50,36,86,T7A 1N8,53.2117998,-114.96928259999999,POINT (-114.9692826 53.2117998),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
25,27,Alberta,Central Zone,Drumheller Health Centre,G,Non-Teaching,0,0,0,0,4,96,33,133,T0J 0Y1,51.4698073,-112.72593429999999,POINT (-112.7259343 51.4698073),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
26,28,Alberta,Central Zone,Hanna Health Centre,G,Non-Teaching,0,0,0,0,0,0,17,17,T0J 1P0,51.650247,-111.92800030000001,POINT (-111.9280003 51.650247),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
27,29,Alberta,Central Zone,Hardisty Health Centre,"G,E",Non-Teaching,0,0,0,0,0,15,5,20,T0B 1V0,52.6689062,-111.30728090000001,POINT (-111.3072809 52.6689062),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
28,30,Alberta,Central Zone,Innisfail Health Centre,G,Non-Teaching,0,0,0,0,0,78,28,106,T4G 1A9,52.0194891,-113.9510152,POINT (-113.9510152 52.0194891),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
29,31,Alberta,Central Zone,Lacombe Hospital and Care Centre,G,Non-Teaching,0,0,0,0,4,75,31,110,T4L 1G8,52.460725399999994,-113.74078829999999,POINT (-113.7407883 52.46072539999999),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
30,32,Alberta,Central Zone,Lamont Health Care Centre,"G,E",Non-Teaching,0,0,0,0,0,105,15,120,T0B 2R0,53.7622965,-112.7883045,POINT (-112.7883045 53.7622965),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
31,33,Alberta,Central Zone,Mannville Care Centre,E,Non-Teaching,0,0,0,0,0,23,0,23,T0B 2W0,53.337089,-111.1724935,POINT (-111.1724935 53.337089),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
32,34,Alberta,Central Zone,Olds Hospital and Care Centre,G,Non-Teaching,0,0,0,0,0,50,33,83,T4H 1T4,51.8014343,-114.11773070000001,POINT (-114.1177307 51.8014343),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
33,35,Alberta,Central Zone,Ponoka Hospital and Care Centre,G,Non-Teaching,0,0,0,0,0,28,29,57,T4J 1P1,52.684679,-113.589569,POINT (-113.589569 52.684679),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
34,36,Alberta,Central Zone,Provost Health Centre,"G,E",Non-Teaching,0,0,0,0,0,47,15,62,T0B 3S0,52.357862,-110.26483700000001,POINT (-110.264837 52.357862),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
35,37,Alberta,Central Zone,Red Deer Regional Hospital Centre,G,Non-Teaching,35,23,10,40,30,0,232,370,T4N 4E7,52.2607786,-113.81867050000001,POINT (-113.8186705 52.2607786),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
36,38,Alberta,Central Zone,Rimbey Hospital and Care Centre,G,Non-Teaching,0,0,0,0,0,84,23,107,T0C 2J0,52.640315,-114.24613290000002,POINT (-114.2461329 52.640315),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
37,39,Alberta,Central Zone,Rocky Mountain House Health Centre,G,Non-Teaching,0,0,0,0,0,0,31,31,T4T 1T2,52.3785683,-114.9202054,POINT (-114.9202054 52.3785683),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
38,40,Alberta,Central Zone,Stettler Hospital and Care Centre,G,Non-Teaching,0,0,0,0,0,46,30,76,T0C 2L0,52.3238039,-112.72351370000001,POINT (-112.7235137 52.3238039),13.0,14.0,4833,AB,Central Zone,Central Zone,611.0,7.0,564.0,66848.0,478882.0,31210.0,30843.0,30499.0,28674.0,29515.0,30992.0,32475.0,33631.0,30134.0,28345.0,29516.0,34660.0,31939.0,24907.0,19248.0,13524.0,9224.0,9546.0,39.5,38.8,2020-09-06,https://www.alberta.ca/covid-19-alberta-data.aspx,{8387FAC0-7604-4164-A831-B9DB9996ED0E},2.0,0.686121901786721,22.344265465425313,12.625716072713281
